UID,year,month,day,hour,minute,second,hth_second,ens_number,ens_in_segment,pitch,roll,cor_heading,adcp_temp,v14,v15,v16,v17,v18,v19,v20,v21,v27,v28,v29,v30,v31,v32,v40,v41,v42,v43,v44,v45,v46,v47,v48,v53,v54
14.8.14.4.0.0,14,8,14,4,49,0,0,1248,1,-0.700,0.670,255.030,12.780,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.4.0.0,14,8,14,4,59,0,0,1249,1,-0.780,0.470,237.620,12.760,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.5.0.0,14,8,14,5,9,0,0,1250,1,-0.640,0.410,227.790,12.770,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.5.0.0,14,8,14,5,19,0,0,1251,1,-0.730,0.720,258.530,12.760,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.5.0.0,14,8,14,5,29,0,0,1252,1,-0.680,0.380,250.520,12.770,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.5.0.0,14,8,14,5,39,0,0,1253,1,-0.770,0.560,218.510,12.780,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.5.0.0,14,8,14,5,49,0,0,1254,1,-0.760,0.710,213.360,12.770,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.5.0.0,14,8,14,5,59,0,0,1255,1,-1.000,0.830,190.740,12.780,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.6.0.0,14,8,14,6,9,0,0,1256,1,-1.580,1.430,179.750,12.740,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.6.0.0,14,8,14,6,19,0,0,1257,1,-1.750,1.600,178.850,12.650,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.6.0.0,14,8,14,6,29,0,0,1258,1,-1.700,1.540,170.310,12.590,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.6.0.0,14,8,14,6,39,0,0,1259,1,-1.760,1.680,143.840,12.410,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.6.0.0,14,8,14,6,49,0,0,1260,1,-1.430,1.420,142.600,12.360,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.6.0.0,14,8,14,6,59,0,0,1261,1,-1.240,1.220,143.680,12.320,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.7.0.0,14,8,14,7,9,0,0,1262,1,-0.760,0.720,142.410,12.300,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.7.0.0,14,8,14,7,19,0,0,1263,1,-0.790,0.730,147.320,12.280,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.7.0.0,14,8,14,7,29,0,0,1264,1,-0.710,0.720,156.030,12.280,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.7.0.0,14,8,14,7,39,0,0,1265,1,-0.870,0.690,150.310,12.270,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.7.0.0,14,8,14,7,49,0,0,1266,1,-0.780,0.770,147.340,12.260,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.7.0.0,14,8,14,7,59,0,0,1267,1,-0.800,0.830,156.140,12.260,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.8.0.0,14,8,14,8,9,0,0,1268,1,-0.800,0.790,161.060,12.270,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.8.0.0,14,8,14,8,19,0,0,1269,1,-0.960,0.910,163.330,12.260,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.8.0.0,14,8,14,8,29,0,0,1270,1,-1.100,1.020,163.320,12.280,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.8.0.0,14,8,14,8,39,0,0,1271,1,-0.990,1.080,165.550,12.280,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.8.0.0,14,8,14,8,49,0,0,1272,1,-1.140,0.930,164.140,12.300,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.8.0.0,14,8,14,8,59,0,0,1273,1,-1.050,0.960,158.750,12.310,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.9.0.0,14,8,14,9,9,0,0,1274,1,-1.190,1.140,150.140,12.320,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.9.0.0,14,8,14,9,19,0,0,1275,1,-1.370,1.290,144.300,12.330,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.9.0.0,14,8,14,9,29,0,0,1276,1,-1.060,0.970,148.240,12.330,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.9.0.0,14,8,14,9,39,0,0,1277,1,-0.870,0.770,158.600,12.350,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.9.0.0,14,8,14,9,49,0,0,1278,1,-0.760,0.830,168.470,12.380,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.9.0.0,14,8,14,9,59,0,0,1279,1,-0.750,0.830,181.790,12.410,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.10.0.0,14,8,14,10,9,0,0,1280,1,-0.980,0.890,184.000,12.470,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.10.0.0,14,8,14,10,19,0,0,1281,1,-0.770,0.640,181.110,12.540,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.10.0.0,14,8,14,10,29,0,0,1282,1,-0.850,0.750,174.520,12.590,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.10.0.0,14,8,14,10,39,0,0,1283,1,-0.710,0.710,169.920,12.620,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.10.0.0,14,8,14,10,49,0,0,1284,1,-0.900,0.730,166.170,12.650,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.10.0.0,14,8,14,10,59,0,0,1285,1,-0.650,0.690,174.490,12.670,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.11.0.0,14,8,14,11,9,0,0,1286,1,-0.640,0.450,188.640,12.700,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.11.0.0,14,8,14,11,19,0,0,1287,1,-0.780,0.760,184.410,12.750,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.11.0.0,14,8,14,11,29,0,0,1288,1,-0.850,0.470,180.530,12.780,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.11.0.0,14,8,14,11,39,0,0,1289,1,-0.680,0.480,196.040,12.810,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.11.0.0,14,8,14,11,49,0,0,1290,1,-0.710,0.480,185.250,12.860,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.11.0.0,14,8,14,11,59,0,0,1291,1,-0.420,0.480,201.940,12.890,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.12.0.0,14,8,14,12,9,0,0,1292,1,-0.530,0.460,212.200,12.920,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.12.0.0,14,8,14,12,19,0,0,1293,1,-0.370,0.570,213.960,12.940,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.12.0.0,14,8,14,12,29,0,0,1294,1,-0.380,0.540,239.070,12.960,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.12.0.0,14,8,14,12,39,0,0,1295,1,-0.300,0.550,259.140,12.990,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.12.0.0,14,8,14,12,49,0,0,1296,1,-0.370,0.550,297.320,13.020,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.12.0.0,14,8,14,12,59,0,0,1297,1,-0.610,0.720,317.060,13.050,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.13.0.0,14,8,14,13,9,0,0,1298,1,-0.910,0.920,330.540,13.060,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.13.0.0,14,8,14,13,19,0,0,1299,1,-0.700,0.610,328.930,13.060,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.13.0.0,14,8,14,13,29,0,0,1300,1,-1.000,1.070,306.800,12.970,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.13.0.0,14,8,14,13,39,0,0,1301,1,-1.070,0.990,328.910,12.850,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.13.0.0,14,8,14,13,49,0,0,1302,1,-1.810,1.800,329.770,12.800,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.13.0.0,14,8,14,13,59,0,0,1303,1,-2.370,2.330,309.890,12.850,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.14.0.0,14,8,14,14,9,0,0,1304,1,-1.570,1.380,301.820,12.900,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.14.0.0,14,8,14,14,19,0,0,1305,1,-1.270,1.310,293.020,12.920,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.14.0.0,14,8,14,14,29,0,0,1306,1,-0.840,0.900,296.070,12.850,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.14.0.0,14,8,14,14,39,0,0,1307,1,-1.750,1.670,303.260,12.870,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.14.0.0,14,8,14,14,49,0,0,1308,1,-1.980,1.920,303.640,12.830,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.14.0.0,14,8,14,14,59,0,0,1309,1,-2.150,1.720,291.780,12.800,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.15.0.0,14,8,14,15,9,0,0,1310,1,-1.040,0.930,285.520,12.810,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.15.0.0,14,8,14,15,19,0,0,1311,1,-1.150,0.940,306.870,12.820,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.15.0.0,14,8,14,15,29,0,0,1312,1,-1.480,1.270,309.520,12.820,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.15.0.0,14,8,14,15,39,0,0,1313,1,-1.730,1.780,301.900,12.820,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.15.0.0,14,8,14,15,49,0,0,1314,1,-2.280,2.440,297.330,12.830,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.15.0.0,14,8,14,15,59,0,0,1315,1,-2.130,1.970,298.530,12.840,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.16.0.0,14,8,14,16,9,0,0,1316,1,-1.570,1.430,290.230,12.870,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.16.0.0,14,8,14,16,19,0,0,1317,1,-1.520,1.260,297.780,12.880,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.16.0.0,14,8,14,16,29,0,0,1318,1,-1.450,1.610,299.600,12.880,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.16.0.0,14,8,14,16,39,0,0,1319,1,-1.760,1.620,302.790,12.830,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.16.0.0,14,8,14,16,49,0,0,1320,1,-1.610,1.410,301.320,12.810,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.16.0.0,14,8,14,16,59,0,0,1321,1,-1.610,1.640,297.030,12.840,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.17.0.0,14,8,14,17,9,0,0,1322,1,-0.560,0.380,303.400,12.880,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.17.0.0,14,8,14,17,19,0,0,1323,1,-1.050,0.850,296.750,12.890,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.17.0.0,14,8,14,17,29,0,0,1324,1,-0.710,0.750,262.120,12.850,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.17.0.0,14,8,14,17,39,0,0,1325,1,-0.660,0.610,258.310,12.850,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.17.0.0,14,8,14,17,49,0,0,1326,1,-0.820,0.670,257.010,12.830,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.17.0.0,14,8,14,17,59,0,0,1327,1,-0.840,0.640,261.610,12.850,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.18.0.0,14,8,14,18,9,0,0,1328,1,-1.080,0.730,253.050,12.880,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.18.0.0,14,8,14,18,19,0,0,1329,1,-0.930,0.760,214.340,12.860,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.18.0.0,14,8,14,18,29,0,0,1330,1,-1.300,1.000,194.820,12.850,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.18.0.0,14,8,14,18,39,0,0,1331,1,-1.270,1.220,172.810,12.850,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.18.0.0,14,8,14,18,49,0,0,1332,1,-1.350,1.240,159.670,12.840,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.18.0.0,14,8,14,18,59,0,0,1333,1,-1.430,1.410,140.340,12.670,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.19.0.0,14,8,14,19,9,0,0,1334,1,-1.190,1.250,133.170,12.560,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
14.8.14.19.0.0,14,8,14,19,19,0,0,1335,1,-1.210,1.330,133.340,12.510,0.00,0.00,0.00,0.00,0.00,0.00,-32768.00,-32768.00,-32768.00,30000.0000000,30000.0000000,-32768,-32768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,119,cm
